State,State Code,Month,Month Code,Deaths
Idaho,16,"Nov., 2001",2001/11,16
Idaho,16,"Dec., 2001",2001/12,15
Idaho,16,"Jan., 2002",2002/01,15
Idaho,16,"Feb., 2002",2002/02,
Idaho,16,"Mar., 2002",2002/03,14
Idaho,16,"Apr., 2002",2002/04,14
Idaho,16,"May, 2002",2002/05,24
Idaho,16,"Jun., 2002",2002/06,19
Idaho,16,"Jul., 2002",2002/07,20
Idaho,16,"Aug., 2002",2002/08,22
Idaho,16,"Sep., 2002",2002/09,15
Idaho,16,"Oct., 2002",2002/10,16
Idaho,16,"Nov., 2002",2002/11,14
Idaho,16,"Dec., 2002",2002/12,20
Idaho,16,"Jan., 2003",2003/01,22
Idaho,16,"Feb., 2003",2003/02,13
Idaho,16,"Mar., 2003",2003/03,14
Idaho,16,"Apr., 2003",2003/04,22
Idaho,16,"May, 2003",2003/05,21
Idaho,16,"Jun., 2003",2003/06,25
Idaho,16,"Jul., 2003",2003/07,24
Idaho,16,"Aug., 2003",2003/08,16
Idaho,16,"Sep., 2003",2003/09,22
Idaho,16,"Oct., 2003",2003/10,12
Idaho,16,"Nov., 2003",2003/11,15
Idaho,16,"Dec., 2003",2003/12,11
Idaho,16,"Jan., 2004",2004/01,19
Idaho,16,"Feb., 2004",2004/02,14
Idaho,16,"Mar., 2004",2004/03,19
Idaho,16,"Apr., 2004",2004/04,18
Idaho,16,"May, 2004",2004/05,22
Idaho,16,"Jun., 2004",2004/06,10
Idaho,16,"Jul., 2004",2004/07,34
Idaho,16,"Aug., 2004",2004/08,15
Idaho,16,"Sep., 2004",2004/09,24
Idaho,16,"Oct., 2004",2004/10,21
Idaho,16,"Nov., 2004",2004/11,21
Idaho,16,"Dec., 2004",2004/12,20
Idaho,16,"Jan., 2005",2005/01,10
Idaho,16,"Feb., 2005",2005/02,19
Idaho,16,"Mar., 2005",2005/03,13
Idaho,16,"Apr., 2005",2005/04,26
Idaho,16,"May, 2005",2005/05,20
Idaho,16,"Jun., 2005",2005/06,17
Idaho,16,"Jul., 2005",2005/07,24
Idaho,16,"Aug., 2005",2005/08,22
Idaho,16,"Sep., 2005",2005/09,17
Idaho,16,"Oct., 2005",2005/10,24
Idaho,16,"Nov., 2005",2005/11,19
Idaho,16,"Dec., 2005",2005/12,17
Idaho,16,"Jan., 2006",2006/01,14
Idaho,16,"Feb., 2006",2006/02,22
Idaho,16,"Mar., 2006",2006/03,14
Idaho,16,"Apr., 2006",2006/04,17
Idaho,16,"May, 2006",2006/05,20
Idaho,16,"Jun., 2006",2006/06,16
Idaho,16,"Jul., 2006",2006/07,24
Idaho,16,"Aug., 2006",2006/08,20
Idaho,16,"Sep., 2006",2006/09,20
Idaho,16,"Oct., 2006",2006/10,24
Idaho,16,"Nov., 2006",2006/11,12
Idaho,16,"Dec., 2006",2006/12,19
Idaho,16,"Jan., 2007",2007/01,20
Idaho,16,"Feb., 2007",2007/02,11
Idaho,16,"Mar., 2007",2007/03,19
Idaho,16,"Apr., 2007",2007/04,16
Idaho,16,"May, 2007",2007/05,31
Idaho,16,"Jun., 2007",2007/06,21
Idaho,16,"Jul., 2007",2007/07,25
Idaho,16,"Aug., 2007",2007/08,19
Idaho,16,"Sep., 2007",2007/09,16
Idaho,16,"Oct., 2007",2007/10,19
Idaho,16,"Nov., 2007",2007/11,17
Idaho,16,"Dec., 2007",2007/12,10
Idaho,16,"Jan., 2008",2008/01,24
Idaho,16,"Feb., 2008",2008/02,16
Idaho,16,"Mar., 2008",2008/03,26
Idaho,16,"Apr., 2008",2008/04,20
Idaho,16,"May, 2008",2008/05,14
Idaho,16,"Jun., 2008",2008/06,25
Idaho,16,"Jul., 2008",2008/07,18
Idaho,16,"Aug., 2008",2008/08,24
Idaho,16,"Sep., 2008",2008/09,25
Idaho,16,"Oct., 2008",2008/10,25
Idaho,16,"Nov., 2008",2008/11,22
Idaho,16,"Dec., 2008",2008/12,13
Idaho,16,"Jan., 2009",2009/01,27
Idaho,16,"Feb., 2009",2009/02,26
Idaho,16,"Mar., 2009",2009/03,16
Idaho,16,"Apr., 2009",2009/04,30
Idaho,16,"May, 2009",2009/05,26
Idaho,16,"Jun., 2009",2009/06,35
Idaho,16,"Jul., 2009",2009/07,22
Idaho,16,"Aug., 2009",2009/08,20
Idaho,16,"Sep., 2009",2009/09,34
Idaho,16,"Oct., 2009",2009/10,23
Idaho,16,"Nov., 2009",2009/11,17
Idaho,16,"Dec., 2009",2009/12,28
Idaho,16,"Jan., 2010",2010/01,35
Idaho,16,"Feb., 2010",2010/02,20
Idaho,16,"Mar., 2010",2010/03,26
Idaho,16,"Apr., 2010",2010/04,23
Idaho,16,"May, 2010",2010/05,23
Idaho,16,"Jun., 2010",2010/06,26
Idaho,16,"Jul., 2010",2010/07,19
Idaho,16,"Aug., 2010",2010/08,30
Idaho,16,"Sep., 2010",2010/09,20
Idaho,16,"Oct., 2010",2010/10,28
Idaho,16,"Nov., 2010",2010/11,21
Idaho,16,"Dec., 2010",2010/12,19
Idaho,16,"Jan., 2011",2011/01,17
Idaho,16,"Feb., 2011",2011/02,30
Idaho,16,"Mar., 2011",2011/03,22
Idaho,16,"Apr., 2011",2011/04,22
Idaho,16,"May, 2011",2011/05,27
Idaho,16,"Jun., 2011",2011/06,23
Idaho,16,"Jul., 2011",2011/07,26
Idaho,16,"Aug., 2011",2011/08,21
Idaho,16,"Sep., 2011",2011/09,22
Idaho,16,"Oct., 2011",2011/10,19
Idaho,16,"Nov., 2011",2011/11,23
Idaho,16,"Dec., 2011",2011/12,29
Idaho,16,"Jan., 2012",2012/01,21
Idaho,16,"Feb., 2012",2012/02,21
Idaho,16,"Mar., 2012",2012/03,20
Idaho,16,"Apr., 2012",2012/04,30
Idaho,16,"May, 2012",2012/05,35
Idaho,16,"Jun., 2012",2012/06,25
Idaho,16,"Jul., 2012",2012/07,26
Idaho,16,"Aug., 2012",2012/08,26
Idaho,16,"Sep., 2012",2012/09,22
Idaho,16,"Oct., 2012",2012/10,23
Idaho,16,"Nov., 2012",2012/11,27
Idaho,16,"Dec., 2012",2012/12,21
Idaho,16,"Jan., 2013",2013/01,31
Idaho,16,"Feb., 2013",2013/02,21
Idaho,16,"Mar., 2013",2013/03,31
Idaho,16,"Apr., 2013",2013/04,29
Idaho,16,"May, 2013",2013/05,33
Idaho,16,"Jun., 2013",2013/06,20
Idaho,16,"Jul., 2013",2013/07,31
Idaho,16,"Aug., 2013",2013/08,27
Idaho,16,"Sep., 2013",2013/09,20
Idaho,16,"Oct., 2013",2013/10,29
Idaho,16,"Nov., 2013",2013/11,20
Idaho,16,"Dec., 2013",2013/12,17
Idaho,16,"Jan., 2014",2014/01,26
Idaho,16,"Feb., 2014",2014/02,19
Idaho,16,"Mar., 2014",2014/03,30
Idaho,16,"Apr., 2014",2014/04,25
Idaho,16,"May, 2014",2014/05,27
Idaho,16,"Jun., 2014",2014/06,24
Idaho,16,"Jul., 2014",2014/07,23
Idaho,16,"Aug., 2014",2014/08,30
Idaho,16,"Sep., 2014",2014/09,33
Idaho,16,"Oct., 2014",2014/10,31
Idaho,16,"Nov., 2014",2014/11,29
Idaho,16,"Dec., 2014",2014/12,23
Idaho,16,"Jan., 2015",2015/01,30
Idaho,16,"Feb., 2015",2015/02,23
Idaho,16,"Mar., 2015",2015/03,24
Idaho,16,"Apr., 2015",2015/04,44
Idaho,16,"May, 2015",2015/05,32
Idaho,16,"Jun., 2015",2015/06,33
Idaho,16,"Jul., 2015",2015/07,31
Idaho,16,"Aug., 2015",2015/08,28
Idaho,16,"Sep., 2015",2015/09,31
Idaho,16,"Oct., 2015",2015/10,30
Idaho,16,"Nov., 2015",2015/11,26
Idaho,16,"Dec., 2015",2015/12,27
Idaho,16,"Jan., 2016",2016/01,27
Idaho,16,"Feb., 2016",2016/02,32
Idaho,16,"Mar., 2016",2016/03,29
Idaho,16,"Apr., 2016",2016/04,28
Idaho,16,"May, 2016",2016/05,25
Idaho,16,"Jun., 2016",2016/06,27
Idaho,16,"Jul., 2016",2016/07,30
Idaho,16,"Aug., 2016",2016/08,41
Idaho,16,"Sep., 2016",2016/09,23
Idaho,16,"Oct., 2016",2016/10,38
Idaho,16,"Nov., 2016",2016/11,26
Idaho,16,"Dec., 2016",2016/12,25
Idaho,16,"Jan., 2017",2017/01,33
Idaho,16,"Feb., 2017",2017/02,25
Idaho,16,"Mar., 2017",2017/03,26
Idaho,16,"Apr., 2017",2017/04,37
Idaho,16,"May, 2017",2017/05,23
Idaho,16,"Jun., 2017",2017/06,37
Idaho,16,"Jul., 2017",2017/07,44
Idaho,16,"Aug., 2017",2017/08,38
Idaho,16,"Sep., 2017",2017/09,35
Idaho,16,"Oct., 2017",2017/10,30
Idaho,16,"Nov., 2017",2017/11,38
Idaho,16,"Dec., 2017",2017/12,26
Idaho,16,"Jan., 2018",2018/01,42
Idaho,16,"Feb., 2018",2018/02,29
Idaho,16,"Mar., 2018",2018/03,35
Idaho,16,"Apr., 2018",2018/04,40
Idaho,16,"May, 2018",2018/05,35
Idaho,16,"Jun., 2018",2018/06,29
Idaho,16,"Jul., 2018",2018/07,32
Idaho,16,"Aug., 2018",2018/08,41
Idaho,16,"Sep., 2018",2018/09,35
Idaho,16,"Oct., 2018",2018/10,40
Idaho,16,"Nov., 2018",2018/11,30
Idaho,16,"Dec., 2018",2018/12,30
Idaho,16,"Jan., 2019",2019/01,34
Idaho,16,"Feb., 2019",2019/02,23
Idaho,16,"Mar., 2019",2019/03,21
Idaho,16,"Apr., 2019",2019/04,35
Idaho,16,"May, 2019",2019/05,36
Idaho,16,"Jun., 2019",2019/06,25
Idaho,16,"Jul., 2019",2019/07,25
Idaho,16,"Aug., 2019",2019/08,40
Idaho,16,"Sep., 2019",2019/09,30
Idaho,16,"Oct., 2019",2019/10,28
Idaho,16,"Nov., 2019",2019/11,37
Idaho,16,"Dec., 2019",2019/12,31
Idaho,16,"Jan., 2020",2020/01,37
Idaho,16,"Feb., 2020",2020/02,31
Idaho,16,"Mar., 2020",2020/03,35
Idaho,16,"Apr., 2020",2020/04,30
Idaho,16,"May, 2020",2020/05,47
Idaho,16,"Jun., 2020",2020/06,35
Idaho,16,"Jul., 2020",2020/07,31
Idaho,16,"Aug., 2020",2020/08,32
Idaho,16,"Sep., 2020",2020/09,34
Idaho,16,"Oct., 2020",2020/10,45
Idaho,16,"Nov., 2020",2020/11,33
Idaho,16,"Dec., 2020",2020/12,29
Idaho,16,"Jan., 2021",2021/01,32
Idaho,16,"Feb., 2021",2021/02,41
Idaho,16,"Mar., 2021",2021/03,32
Idaho,16,"Apr., 2021",2021/04,36
Idaho,16,"May, 2021",2021/05,28
Idaho,16,"Jun., 2021",2021/06,31
Idaho,16,"Jul., 2021",2021/07,27
Idaho,16,"Aug., 2021",2021/08,36
Idaho,16,"Sep., 2021",2021/09,34
Idaho,16,"Oct., 2021",2021/10,38
Idaho,16,"Nov., 2021",2021/11,28
Idaho,16,"Dec., 2021",2021/12,25
Idaho,16,"Jan., 2022",2022/01,31
Idaho,16,"Feb., 2022",2022/02,25
Idaho,16,"Mar., 2022",2022/03,38
Idaho,16,"Apr., 2022",2022/04,43
Idaho,16,"May, 2022",2022/05,43
Idaho,16,"Jun., 2022",2022/06,47
Idaho,16,"Jul., 2022",2022/07,31
Idaho,16,"Aug., 2022",2022/08,39
Idaho,16,"Sep., 2022",2022/09,30
Idaho,16,"Oct., 2022",2022/10,42
Idaho,16,"Nov., 2022",2022/11,36
Idaho,16,"Dec., 2022",2022/12,40
Idaho,16,"Jan., 2023",2023/01,41
Idaho,16,"Feb., 2023",2023/02,34
Idaho,16,"Mar., 2023",2023/03,36
Idaho,16,"Apr., 2023",2023/04,47
Idaho,16,"May, 2023",2023/05,35
Idaho,16,"Jun., 2023",2023/06,35
Idaho,16,"Jul., 2023",2023/07,38
Idaho,16,"Aug., 2023",2023/08,43
Idaho,16,"Sep., 2023",2023/09,47
Idaho,16,"Oct., 2023",2023/10,39
Idaho,16,"Nov., 2023",2023/11,37
Idaho,16,"Dec., 2023",2023/12,29
Idaho,16,"Jan., 2024 ",2024/01,35
Idaho,16,"Feb., 2024 ",2024/02,39
Idaho,16,"Mar., 2024 ",2024/03,35
Idaho,16,"Apr., 2024 ",2024/04,28
Idaho,16,"May, 2024 ",2024/05,47
Idaho,16,"Jun., 2024 ",2024/06,26
Idaho,16,"Jul., 2024 ",2024/07,51
Idaho,16,"Aug., 2024 ",2024/08,45
Idaho,16,"Sep., 2024 ",2024/09,36
Idaho,16,"Oct., 2024 ",2024/10,27
Idaho,16,"Nov., 2024 ",2024/11,36
Idaho,16,"Dec., 2024 ",2024/12,33
Illinois,17,"Jan., 1999",1999/01,79
Illinois,17,"Feb., 1999",1999/02,89
Illinois,17,"Mar., 1999",1999/03,81
Illinois,17,"Apr., 1999",1999/04,80
Illinois,17,"May, 1999",1999/05,96
Illinois,17,"Jun., 1999",1999/06,94
Illinois,17,"Jul., 1999",1999/07,94
Illinois,17,"Aug., 1999",1999/08,72
Illinois,17,"Sep., 1999",1999/09,71
Illinois,17,"Oct., 1999",1999/10,93
Illinois,17,"Nov., 1999",1999/11,90
Illinois,17,"Dec., 1999",1999/12,83
Illinois,17,"Jan., 2000",2000/01,98
Illinois,17,"Feb., 2000",2000/02,84
Illinois,17,"Mar., 2000",2000/03,69
Illinois,17,"Apr., 2000",2000/04,74
Illinois,17,"May, 2000",2000/05,110
Illinois,17,"Jun., 2000",2000/06,94
Illinois,17,"Jul., 2000",2000/07,90
Illinois,17,"Aug., 2000",2000/08,94
Illinois,17,"Sep., 2000",2000/09,75
Illinois,17,"Oct., 2000",2000/10,83
Illinois,17,"Nov., 2000",2000/11,73
Illinois,17,"Dec., 2000",2000/12,73
Illinois,17,"Jan., 2001",2001/01,67
Illinois,17,"Feb., 2001",2001/02,97
Illinois,17,"Mar., 2001",2001/03,100
Illinois,17,"Apr., 2001",2001/04,86
Illinois,17,"May, 2001",2001/05,96
Illinois,17,"Jun., 2001",2001/06,99
Illinois,17,"Jul., 2001",2001/07,109
Illinois,17,"Aug., 2001",2001/08,103
Illinois,17,"Sep., 2001",2001/09,98
Illinois,17,"Oct., 2001",2001/10,110
Illinois,17,"Nov., 2001",2001/11,87
Illinois,17,"Dec., 2001",2001/12,92
Illinois,17,"Jan., 2002",2002/01,108
Illinois,17,"Feb., 2002",2002/02,100
Illinois,17,"Mar., 2002",2002/03,72
Illinois,17,"Apr., 2002",2002/04,109
Illinois,17,"May, 2002",2002/05,110
Illinois,17,"Jun., 2002",2002/06,91
Illinois,17,"Jul., 2002",2002/07,106
Illinois,17,"Aug., 2002",2002/08,88
Illinois,17,"Sep., 2002",2002/09,119
Illinois,17,"Oct., 2002",2002/10,77
Illinois,17,"Nov., 2002",2002/11,85
Illinois,17,"Dec., 2002",2002/12,88
Illinois,17,"Jan., 2003",2003/01,98
Illinois,17,"Feb., 2003",2003/02,67
Illinois,17,"Mar., 2003",2003/03,88
Illinois,17,"Apr., 2003",2003/04,77
Illinois,17,"May, 2003",2003/05,91
Illinois,17,"Jun., 2003",2003/06,104
Illinois,17,"Jul., 2003",2003/07,91
Illinois,17,"Aug., 2003",2003/08,113
Illinois,17,"Sep., 2003",2003/09,97
Illinois,17,"Oct., 2003",2003/10,80
Illinois,17,"Nov., 2003",2003/11,58
Illinois,17,"Dec., 2003",2003/12,50
Illinois,17,"Jan., 2004",2004/01,78
Illinois,17,"Feb., 2004",2004/02,83
Illinois,17,"Mar., 2004",2004/03,78
Illinois,17,"Apr., 2004",2004/04,84
Illinois,17,"May, 2004",2004/05,100
Illinois,17,"Jun., 2004",2004/06,97
Illinois,17,"Jul., 2004",2004/07,89
Illinois,17,"Aug., 2004",2004/08,82
Illinois,17,"Sep., 2004",2004/09,94
Illinois,17,"Oct., 2004",2004/10,73
Illinois,17,"Nov., 2004",2004/11,81
Illinois,17,"Dec., 2004",2004/12,92
Illinois,17,"Jan., 2005",2005/01,85
Illinois,17,"Feb., 2005",2005/02,81
Illinois,17,"Mar., 2005",2005/03,99
Illinois,17,"Apr., 2005",2005/04,94
Illinois,17,"May, 2005",2005/05,84
Illinois,17,"Jun., 2005",2005/06,87
Illinois,17,"Jul., 2005",2005/07,91
Illinois,17,"Aug., 2005",2005/08,109
Illinois,17,"Sep., 2005",2005/09,95
Illinois,17,"Oct., 2005",2005/10,92
Illinois,17,"Nov., 2005",2005/11,96
Illinois,17,"Dec., 2005",2005/12,78
Illinois,17,"Jan., 2006",2006/01,67
Illinois,17,"Feb., 2006",2006/02,85
Illinois,17,"Mar., 2006",2006/03,91
Illinois,17,"Apr., 2006",2006/04,87
Illinois,17,"May, 2006",2006/05,73
Illinois,17,"Jun., 2006",2006/06,98
Illinois,17,"Jul., 2006",2006/07,96
Illinois,17,"Aug., 2006",2006/08,78
Illinois,17,"Sep., 2006",2006/09,85
Illinois,17,"Oct., 2006",2006/10,98
Illinois,17,"Nov., 2006",2006/11,82
Illinois,17,"Dec., 2006",2006/12,76
Illinois,17,"Jan., 2007",2007/01,98
Illinois,17,"Feb., 2007",2007/02,76
Illinois,17,"Mar., 2007",2007/03,88
Illinois,17,"Apr., 2007",2007/04,116
Illinois,17,"May, 2007",2007/05,98
Illinois,17,"Jun., 2007",2007/06,78
Illinois,17,"Jul., 2007",2007/07,100
Illinois,17,"Aug., 2007",2007/08,103
Illinois,17,"Sep., 2007",2007/09,85
Illinois,17,"Oct., 2007",2007/10,100
Illinois,17,"Nov., 2007",2007/11,86
Illinois,17,"Dec., 2007",2007/12,84
Illinois,17,"Jan., 2008",2008/01,101
Illinois,17,"Feb., 2008",2008/02,85
Illinois,17,"Mar., 2008",2008/03,91
Illinois,17,"Apr., 2008",2008/04,119
Illinois,17,"May, 2008",2008/05,102
Illinois,17,"Jun., 2008",2008/06,108
Illinois,17,"Jul., 2008",2008/07,96
Illinois,17,"Aug., 2008",2008/08,110
Illinois,17,"Sep., 2008",2008/09,104
Illinois,17,"Oct., 2008",2008/10,103
Illinois,17,"Nov., 2008",2008/11,99
Illinois,17,"Dec., 2008",2008/12,84
Illinois,17,"Jan., 2009",2009/01,101
Illinois,17,"Feb., 2009",2009/02,83
Illinois,17,"Mar., 2009",2009/03,84
Illinois,17,"Apr., 2009",2009/04,96
Illinois,17,"May, 2009",2009/05,95
Illinois,17,"Jun., 2009",2009/06,117
Illinois,17,"Jul., 2009",2009/07,99
Illinois,17,"Aug., 2009",2009/08,113
Illinois,17,"Sep., 2009",2009/09,107
Illinois,17,"Oct., 2009",2009/10,100
Illinois,17,"Nov., 2009",2009/11,103
Illinois,17,"Dec., 2009",2009/12,83
Illinois,17,"Jan., 2010",2010/01,84
Illinois,17,"Feb., 2010",2010/02,73
Illinois,17,"Mar., 2010",2010/03,109
Illinois,17,"Apr., 2010",2010/04,101
Illinois,17,"May, 2010",2010/05,123
Illinois,17,"Jun., 2010",2010/06,109
Illinois,17,"Jul., 2010",2010/07,92
Illinois,17,"Aug., 2010",2010/08,104
Illinois,17,"Sep., 2010",2010/09,106
Illinois,17,"Oct., 2010",2010/10,94
Illinois,17,"Nov., 2010",2010/11,99
Illinois,17,"Dec., 2010",2010/12,86
Illinois,17,"Jan., 2011",2011/01,99
Illinois,17,"Feb., 2011",2011/02,81
Illinois,17,"Mar., 2011",2011/03,108
Illinois,17,"Apr., 2011",2011/04,105
Illinois,17,"May, 2011",2011/05,110
Illinois,17,"Jun., 2011",2011/06,116
Illinois,17,"Jul., 2011",2011/07,115
Illinois,17,"Aug., 2011",2011/08,91
Illinois,17,"Sep., 2011",2011/09,112
Illinois,17,"Oct., 2011",2011/10,102
Illinois,17,"Nov., 2011",2011/11,108
Illinois,17,"Dec., 2011",2011/12,82
Illinois,17,"Jan., 2012",2012/01,86
Illinois,17,"Feb., 2012",2012/02,104
Illinois,17,"Mar., 2012",2012/03,122
Illinois,17,"Apr., 2012",2012/04,108
Illinois,17,"May, 2012",2012/05,108
Illinois,17,"Jun., 2012",2012/06,111
Illinois,17,"Jul., 2012",2012/07,106
Illinois,17,"Aug., 2012",2012/08,124
Illinois,17,"Sep., 2012",2012/09,110
Illinois,17,"Oct., 2012",2012/10,124
Illinois,17,"Nov., 2012",2012/11,89
Illinois,17,"Dec., 2012",2012/12,103
Illinois,17,"Jan., 2013",2013/01,101
Illinois,17,"Feb., 2013",2013/02,85
Illinois,17,"Mar., 2013",2013/03,93
Illinois,17,"Apr., 2013",2013/04,122
Illinois,17,"May, 2013",2013/05,112
Illinois,17,"Jun., 2013",2013/06,124
Illinois,17,"Jul., 2013",2013/07,112
Illinois,17,"Aug., 2013",2013/08,130
Illinois,17,"Sep., 2013",2013/09,114
Illinois,17,"Oct., 2013",2013/10,109
Illinois,17,"Nov., 2013",2013/11,113
Illinois,17,"Dec., 2013",2013/12,108
Illinois,17,"Jan., 2014",2014/01,114
Illinois,17,"Feb., 2014",2014/02,87
Illinois,17,"Mar., 2014",2014/03,106
Illinois,17,"Apr., 2014",2014/04,110
Illinois,17,"May, 2014",2014/05,121
Illinois,17,"Jun., 2014",2014/06,118
Illinois,17,"Jul., 2014",2014/07,130
Illinois,17,"Aug., 2014",2014/08,133
Illinois,17,"Sep., 2014",2014/09,130
Illinois,17,"Oct., 2014",2014/10,114
Illinois,17,"Nov., 2014",2014/11,131
Illinois,17,"Dec., 2014",2014/12,110
Illinois,17,"Jan., 2015",2015/01,112
Illinois,17,"Feb., 2015",2015/02,92
Illinois,17,"Mar., 2015",2015/03,124
Illinois,17,"Apr., 2015",2015/04,113
Illinois,17,"May, 2015",2015/05,144
Illinois,17,"Jun., 2015",2015/06,105
Illinois,17,"Jul., 2015",2015/07,132
Illinois,17,"Aug., 2015",2015/08,123
Illinois,17,"Sep., 2015",2015/09,106
Illinois,17,"Oct., 2015",2015/10,118
Illinois,17,"Nov., 2015",2015/11,88
Illinois,17,"Dec., 2015",2015/12,108
Illinois,17,"Jan., 2016",2016/01,120
Illinois,17,"Feb., 2016",2016/02,103
Illinois,17,"Mar., 2016",2016/03,129
Illinois,17,"Apr., 2016",2016/04,131
Illinois,17,"May, 2016",2016/05,119
Illinois,17,"Jun., 2016",2016/06,103
Illinois,17,"Jul., 2016",2016/07,116
Illinois,17,"Aug., 2016",2016/08,149
Illinois,17,"Sep., 2016",2016/09,105
Illinois,17,"Oct., 2016",2016/10,127
Illinois,17,"Nov., 2016",2016/11,112
Illinois,17,"Dec., 2016",2016/12,105
Illinois,17,"Jan., 2017",2017/01,113
Illinois,17,"Feb., 2017",2017/02,107
Illinois,17,"Mar., 2017",2017/03,125
Illinois,17,"Apr., 2017",2017/04,124
Illinois,17,"May, 2017",2017/05,130
Illinois,17,"Jun., 2017",2017/06,138
Illinois,17,"Jul., 2017",2017/07,120
Illinois,17,"Aug., 2017",2017/08,124
Illinois,17,"Sep., 2017",2017/09,110
Illinois,17,"Oct., 2017",2017/10,148
Illinois,17,"Nov., 2017",2017/11,116
Illinois,17,"Dec., 2017",2017/12,120
Illinois,17,"Jan., 2018",2018/01,113
Illinois,17,"Feb., 2018",2018/02,116
Illinois,17,"Mar., 2018",2018/03,120
Illinois,17,"Apr., 2018",2018/04,124
Illinois,17,"May, 2018",2018/05,126
Illinois,17,"Jun., 2018",2018/06,134
Illinois,17,"Jul., 2018",2018/07,141
Illinois,17,"Aug., 2018",2018/08,130
Illinois,17,"Sep., 2018",2018/09,134
Illinois,17,"Oct., 2018",2018/10,133
Illinois,17,"Nov., 2018",2018/11,110
Illinois,17,"Dec., 2018",2018/12,108
Illinois,17,"Jan., 2019",2019/01,100
Illinois,17,"Feb., 2019",2019/02,108
Illinois,17,"Mar., 2019",2019/03,130
Illinois,17,"Apr., 2019",2019/04,118
Illinois,17,"May, 2019",2019/05,130
Illinois,17,"Jun., 2019",2019/06,100
Illinois,17,"Jul., 2019",2019/07,143
Illinois,17,"Aug., 2019",2019/08,145
Illinois,17,"Sep., 2019",2019/09,129
Illinois,17,"Oct., 2019",2019/10,124
Illinois,17,"Nov., 2019",2019/11,95
Illinois,17,"Dec., 2019",2019/12,120
Illinois,17,"Jan., 2020",2020/01,118
Illinois,17,"Feb., 2020",2020/02,104
Illinois,17,"Mar., 2020",2020/03,110
Illinois,17,"Apr., 2020",2020/04,110
Illinois,17,"May, 2020",2020/05,130
Illinois,17,"Jun., 2020",2020/06,119
Illinois,17,"Jul., 2020",2020/07,125
Illinois,17,"Aug., 2020",2020/08,124
Illinois,17,"Sep., 2020",2020/09,121
Illinois,17,"Oct., 2020",2020/10,98
Illinois,17,"Nov., 2020",2020/11,105
Illinois,17,"Dec., 2020",2020/12,99
Illinois,17,"Jan., 2021",2021/01,115
Illinois,17,"Feb., 2021",2021/02,107
Illinois,17,"Mar., 2021",2021/03,115
Illinois,17,"Apr., 2021",2021/04,108
Illinois,17,"May, 2021",2021/05,127
Illinois,17,"Jun., 2021",2021/06,135
Illinois,17,"Jul., 2021",2021/07,110
Illinois,17,"Aug., 2021",2021/08,139
Illinois,17,"Sep., 2021",2021/09,126
Illinois,17,"Oct., 2021",2021/10,136
Illinois,17,"Nov., 2021",2021/11,121
Illinois,17,"Dec., 2021",2021/12,119
Illinois,17,"Jan., 2022",2022/01,126
Illinois,17,"Feb., 2022",2022/02,113
Illinois,17,"Mar., 2022",2022/03,130
Illinois,17,"Apr., 2022",2022/04,132
Illinois,17,"May, 2022",2022/05,132
Illinois,17,"Jun., 2022",2022/06,112
Illinois,17,"Jul., 2022",2022/07,137
Illinois,17,"Aug., 2022",2022/08,125
Illinois,17,"Sep., 2022",2022/09,146
Illinois,17,"Oct., 2022",2022/10,112
Illinois,17,"Nov., 2022",2022/11,139
Illinois,17,"Dec., 2022",2022/12,132
Illinois,17,"Jan., 2023",2023/01,150
Illinois,17,"Feb., 2023",2023/02,112
Illinois,17,"Mar., 2023",2023/03,123
Illinois,17,"Apr., 2023",2023/04,138
Illinois,17,"May, 2023",2023/05,150
Illinois,17,"Jun., 2023",2023/06,129
Illinois,17,"Jul., 2023",2023/07,140
Illinois,17,"Aug., 2023",2023/08,155
Illinois,17,"Sep., 2023",2023/09,134
Illinois,17,"Oct., 2023",2023/10,111
Illinois,17,"Nov., 2023",2023/11,113
Illinois,17,"Dec., 2023",2023/12,112
Illinois,17,"Jan., 2024 ",2024/01,121
Illinois,17,"Feb., 2024 ",2024/02,108
Illinois,17,"Mar., 2024 ",2024/03,128
Illinois,17,"Apr., 2024 ",2024/04,104
Illinois,17,"May, 2024 ",2024/05,145
Illinois,17,"Jun., 2024 ",2024/06,123
Illinois,17,"Jul., 2024 ",2024/07,118
Illinois,17,"Aug., 2024 ",2024/08,138
Illinois,17,"Sep., 2024 ",2024/09,116
Illinois,17,"Oct., 2024 ",2024/10,124
Illinois,17,"Nov., 2024 ",2024/11,99
Illinois,17,"Dec., 2024 ",2024/12,104
Indiana,18,"Jan., 1999",1999/01,52
Indiana,18,"Feb., 1999",1999/02,67
Indiana,18,"Mar., 1999",1999/03,61
Indiana,18,"Apr., 1999",1999/04,61
Indiana,18,"May, 1999",1999/05,48
Indiana,18,"Jun., 1999",1999/06,54
Indiana,18,"Jul., 1999",1999/07,43
Indiana,18,"Aug., 1999",1999/08,51
Indiana,18,"Sep., 1999",1999/09,46
Indiana,18,"Oct., 1999",1999/10,47
Indiana,18,"Nov., 1999",1999/11,54
Indiana,18,"Dec., 1999",1999/12,51
Indiana,18,"Jan., 2000",2000/01,60
Indiana,18,"Feb., 2000",2000/02,64
Indiana,18,"Mar., 2000",2000/03,68
Indiana,18,"Apr., 2000",2000/04,49
Indiana,18,"May, 2000",2000/05,55
Indiana,18,"Jun., 2000",2000/06,46
Indiana,18,"Jul., 2000",2000/07,70
Indiana,18,"Aug., 2000",2000/08,72
